review_id,review_text,bank_name,review_date,source,rating,sentiment_label,sentiment_score,themes
213,good application,Bank of Abyssinia,2025-03-30,Google Play,5,POSITIVE,0.999854564666748,General/Other
214,this version is not working for me I cannot even buy card. I cannot send money,Bank of Abyssinia,2025-03-30,Google Play,1,NEUTRAL,0.0,General/Other
215,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",Bank of Abyssinia,2025-03-29,Google Play,1,NEGATIVE,0.9996182918548584,Account Access Issues
216,always problematic hardly works,Bank of Abyssinia,2025-03-26,Google Play,1,NEGATIVE,0.9995555281639099,General/Other
217,considering the fact the bank is huge this app really bad you could do better,Bank of Abyssinia,2025-03-25,Google Play,1,NEGATIVE,0.9997418522834778,General/Other
218,best app,Bank of Abyssinia,2025-03-25,Google Play,5,POSITIVE,0.999686598777771,General/Other
219,very good,Bank of Abyssinia,2025-03-25,Google Play,5,POSITIVE,0.9998520612716675,General/Other
220,"worst app and Bank ever u be ashamed, scammer",Bank of Abyssinia,2025-03-24,Google Play,1,NEGATIVE,0.9998050332069397,General/Other
221,great BoA,Bank of Abyssinia,2025-03-22,Google Play,5,POSITIVE,0.9992689490318298,General/Other
222,best,Bank of Abyssinia,2025-03-21,Google Play,5,POSITIVE,0.9997941851615906,General/Other
223,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,Bank of Abyssinia,2025-03-21,Google Play,1,NEGATIVE,0.9988333582878113,General/Other
224,good,Bank of Abyssinia,2025-03-21,Google Play,5,POSITIVE,0.9998161196708679,General/Other
225,good,Bank of Abyssinia,2025-03-19,Google Play,5,POSITIVE,0.9998161196708679,General/Other
226,there is no speed,Bank of Abyssinia,2025-03-19,Google Play,1,NEGATIVE,0.9994422793388367,General/Other
227,"For anyone who wants to download it, just don't!!!",Bank of Abyssinia,2025-03-19,Google Play,1,NEUTRAL,0.0,General/Other
228,wonderful,Bank of Abyssinia,2025-03-19,Google Play,5,POSITIVE,0.9998772144317627,General/Other
229,all worck,Bank of Abyssinia,2025-03-19,Google Play,5,NEUTRAL,0.0,General/Other
230,Loved it,Bank of Abyssinia,2025-03-14,Google Play,5,POSITIVE,0.9998797178268433,General/Other
231,Wow,Bank of Abyssinia,2025-03-14,Google Play,1,POSITIVE,0.999592125415802,General/Other
232,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",Bank of Abyssinia,2025-03-12,Google Play,1,NEGATIVE,0.9985970854759216,"Account Access Issues, Reliability / Bugs"
233,Improved to be the best,Bank of Abyssinia,2025-03-11,Google Play,5,POSITIVE,0.9998570680618286,General/Other
234,BoA,Bank of Abyssinia,2025-03-11,Google Play,5,NEUTRAL,0.0,General/Other
235,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",Bank of Abyssinia,2025-03-11,Google Play,3,NEGATIVE,0.9974843263626099,"Reliability / Bugs, Transaction Performance"
236,BoA Greqt Ethiopian bank.,Bank of Abyssinia,2025-03-11,Google Play,5,NEUTRAL,0.0,General/Other
237,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",Bank of Abyssinia,2025-03-10,Google Play,1,NEGATIVE,0.9994600415229797,Reliability / Bugs
238,Almost better compared to cbe where it is not qualified for,Bank of Abyssinia,2025-03-09,Google Play,4,NEGATIVE,0.9741678237915039,General/Other
239,what awesome apps. it is very simple to use and more much important apps.,Bank of Abyssinia,2025-03-09,Google Play,5,POSITIVE,0.9998214840888977,General/Other
240,Wonderfull app,Bank of Abyssinia,2025-03-08,Google Play,5,NEUTRAL,0.0,General/Other
241,i can't use this app why?,Bank of Abyssinia,2025-03-07,Google Play,5,NEUTRAL,0.0,General/Other
242,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,Bank of Abyssinia,2025-03-06,Google Play,1,NEGATIVE,0.9997013211250305,Account Access Issues
243,Wow,Bank of Abyssinia,2025-03-05,Google Play,4,POSITIVE,0.999592125415802,General/Other
244,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,Bank of Abyssinia,2025-03-05,Google Play,1,NEGATIVE,0.9998133778572083,General/Other
245,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,Bank of Abyssinia,2025-03-04,Google Play,1,NEGATIVE,0.9959415793418884,General/Other
246,Good app,Bank of Abyssinia,2025-03-03,Google Play,5,POSITIVE,0.9998493194580078,General/Other
247,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",Bank of Abyssinia,2025-03-03,Google Play,1,NEUTRAL,0.0,"Customer Support, Reliability / Bugs"
248,It has good features but sometimes it doesn't work...0,Bank of Abyssinia,2025-03-02,Google Play,1,NEGATIVE,0.9956711530685425,General/Other
249,Very poor proformance,Bank of Abyssinia,2025-03-01,Google Play,1,NEGATIVE,0.9998043179512024,General/Other
250,It's not opening. Really frustrating,Bank of Abyssinia,2025-03-01,Google Play,1,NEGATIVE,0.9997020363807678,General/Other
251,Verry Amazing App from all IB,Bank of Abyssinia,2025-03-01,Google Play,5,POSITIVE,0.9997394680976868,General/Other
252,Not working on this days,Bank of Abyssinia,2025-02-26,Google Play,1,NEUTRAL,0.0,General/Other
253,Thank you BoA,Bank of Abyssinia,2025-02-23,Google Play,5,POSITIVE,0.9998399019241333,General/Other
254,best banking app in the wworld,Bank of Abyssinia,2025-02-22,Google Play,5,POSITIVE,0.999572217464447,General/Other
255,Nice app and it's easy to use,Bank of Abyssinia,2025-02-21,Google Play,5,POSITIVE,0.999751627445221,General/Other
256,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",Bank of Abyssinia,2025-02-15,Google Play,1,NEGATIVE,0.9992678761482239,Transaction Performance
257,This is help full i like ittttt,Bank of Abyssinia,2025-02-14,Google Play,5,POSITIVE,0.9977995753288269,Customer Support
258,The is not functional at all?,Bank of Abyssinia,2025-02-12,Google Play,2,NEUTRAL,0.0,General/Other
259,Best bank,Bank of Abyssinia,2025-02-08,Google Play,5,POSITIVE,0.9997438788414001,General/Other
260,Make it easy and convienient to use and perfect for all to high prefrence and choice.,Bank of Abyssinia,2025-02-07,Google Play,3,POSITIVE,0.9997236132621765,General/Other
261,good,Bank of Abyssinia,2025-02-05,Google Play,5,POSITIVE,0.9998161196708679,General/Other
262,🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,Bank of Abyssinia,2025-02-04,Google Play,5,NEUTRAL,0.0,General/Other
263,I have been using this app for two years.It is amazing.,Bank of Abyssinia,2025-02-01,Google Play,5,POSITIVE,0.9998595714569092,General/Other
264,Good 👍,Bank of Abyssinia,2025-01-31,Google Play,5,POSITIVE,0.9998576641082764,General/Other
265,Sad experience,Bank of Abyssinia,2025-01-30,Google Play,1,NEGATIVE,0.9990687966346741,General/Other
266,Always do update and that is annoying,Bank of Abyssinia,2025-01-27,Google Play,3,NEGATIVE,0.9994439482688904,General/Other
267,"Best app, somehow waiting a few minutes",Bank of Abyssinia,2025-01-23,Google Play,5,NEGATIVE,0.6387050747871399,General/Other
268,I can't dijitalize my atm in the apollo app on my phone,Bank of Abyssinia,2025-01-22,Google Play,1,NEUTRAL,0.0,General/Other
269,Whenever I try to sign in app close please fixed it out,Bank of Abyssinia,2025-01-21,Google Play,2,NEGATIVE,0.9976611137390137,Reliability / Bugs
270,Beter,Bank of Abyssinia,2025-01-21,Google Play,5,NEUTRAL,0.0,General/Other
271,Boa,Bank of Abyssinia,2025-01-18,Google Play,4,NEUTRAL,0.0,General/Other
272,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,Bank of Abyssinia,2025-01-18,Google Play,1,NEUTRAL,0.0,Transaction Performance
273,Aadan Axmed Barkhadle,Bank of Abyssinia,2025-01-17,Google Play,5,NEUTRAL,0.0,General/Other
274,😡😡😡🤬🤬🤬,Bank of Abyssinia,2025-01-16,Google Play,1,NEUTRAL,0.0,General/Other
275,Horrible customer service and app crashes Horrible!!,Bank of Abyssinia,2025-01-15,Google Play,1,NEGATIVE,0.9997913241386414,"Customer Support, Reliability / Bugs"
276,I love it,Bank of Abyssinia,2025-01-14,Google Play,5,POSITIVE,0.9998799562454224,General/Other
277,Best,Bank of Abyssinia,2025-01-14,Google Play,5,POSITIVE,0.9997941851615906,General/Other
278,It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,Bank of Abyssinia,2025-01-13,Google Play,1,NEUTRAL,0.0,General/Other
279,Good🙏,Bank of Abyssinia,2025-01-12,Google Play,5,NEGATIVE,0.6970566511154175,General/Other
280,Like to much,Bank of Abyssinia,2025-01-11,Google Play,5,POSITIVE,0.9997984766960144,General/Other
281,Thank you,Bank of Abyssinia,2025-01-10,Google Play,5,POSITIVE,0.9998352527618408,General/Other
282,Perfect,Bank of Abyssinia,2025-01-09,Google Play,5,POSITIVE,0.9998517036437988,General/Other
283,The best of best,Bank of Abyssinia,2025-01-09,Google Play,5,POSITIVE,0.9998393058776855,General/Other
284,I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,Bank of Abyssinia,2025-01-07,Google Play,3,NEGATIVE,0.9016597867012024,General/Other
285,Boa,Bank of Abyssinia,2025-01-06,Google Play,5,NEUTRAL,0.0,General/Other
286,Great 👍,Bank of Abyssinia,2025-01-04,Google Play,5,POSITIVE,0.9997692704200745,General/Other
287,Fast and suitable for the customers.,Bank of Abyssinia,2025-01-04,Google Play,5,NEUTRAL,0.0,User Interface & Experience
288,Good 👍,Bank of Abyssinia,2025-01-03,Google Play,5,POSITIVE,0.9998576641082764,General/Other
289,Good app and helpful,Bank of Abyssinia,2025-01-03,Google Play,5,POSITIVE,0.9998565912246704,Customer Support
290,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",Bank of Abyssinia,2025-01-03,Google Play,1,NEGATIVE,0.9978498220443726,Customer Support
291,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,Bank of Abyssinia,2025-01-02,Google Play,1,NEGATIVE,0.9992759823799133,General/Other
292,It doesn't work at all.,Bank of Abyssinia,2025-01-02,Google Play,2,NEUTRAL,0.0,General/Other
293,this app is not available,Bank of Abyssinia,2025-01-02,Google Play,1,NEUTRAL,0.0,General/Other
294,Best,Bank of Abyssinia,2025-01-01,Google Play,5,POSITIVE,0.9997941851615906,General/Other
295,Wow what amazing,Bank of Abyssinia,2024-12-30,Google Play,5,POSITIVE,0.9998555183410645,General/Other
296,love it,Bank of Abyssinia,2024-12-30,Google Play,5,POSITIVE,0.9998753070831299,General/Other
297,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,Bank of Abyssinia,2024-12-30,Google Play,2,NEUTRAL,0.0,General/Other
298,Lemn embi yilal??,Bank of Abyssinia,2024-12-30,Google Play,5,NEUTRAL,0.0,General/Other
299,Good,Bank of Abyssinia,2024-12-30,Google Play,5,POSITIVE,0.9998161196708679,General/Other
300,It's useless app downgraded.,Bank of Abyssinia,2024-12-29,Google Play,1,NEGATIVE,0.9998070597648621,General/Other
301,Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,Bank of Abyssinia,2024-12-27,Google Play,1,NEUTRAL,0.0,Customer Support
302,Nice,Bank of Abyssinia,2024-12-26,Google Play,5,POSITIVE,0.9998552799224854,General/Other
303,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,Bank of Abyssinia,2024-12-24,Google Play,1,NEGATIVE,0.9997933506965637,General/Other
304,አይሰራም ሼም ነው፤,Bank of Abyssinia,2024-12-23,Google Play,1,NEUTRAL,0.0,General/Other
305,Not that much bad,Bank of Abyssinia,2024-12-22,Google Play,3,POSITIVE,0.9988158941268921,General/Other
306,Fine,Bank of Abyssinia,2024-12-21,Google Play,5,POSITIVE,0.9998335838317871,General/Other
307,The dirtiest application ever seen...,Bank of Abyssinia,2024-12-20,Google Play,1,NEGATIVE,0.9954877495765686,General/Other
308,Nic ap,Bank of Abyssinia,2024-12-19,Google Play,5,NEUTRAL,0.0,General/Other
309,The forest app ever,Bank of Abyssinia,2024-12-19,Google Play,1,NEUTRAL,0.0,General/Other
310,"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",Bank of Abyssinia,2024-12-19,Google Play,1,NEGATIVE,0.9967040419578552,General/Other
311,Bank of abissena,Bank of Abyssinia,2024-12-17,Google Play,1,NEUTRAL,0.0,General/Other
312,Good,Bank of Abyssinia,2024-12-16,Google Play,3,POSITIVE,0.9998161196708679,General/Other
313,"Easy and sooo simple to use it, also its easy to stole someones money using the app",Bank of Abyssinia,2024-12-16,Google Play,3,NEGATIVE,0.9888866543769836,General/Other
314,GOOD,Bank of Abyssinia,2024-12-15,Google Play,5,POSITIVE,0.9998161196708679,General/Other
315,The worst banking app ever. Never works!,Bank of Abyssinia,2024-12-14,Google Play,1,NEGATIVE,0.9998007416725159,General/Other
316,Poorly functioning app,Bank of Abyssinia,2024-12-13,Google Play,3,NEUTRAL,0.0,General/Other
317,Very nice,Bank of Abyssinia,2024-12-13,Google Play,5,POSITIVE,0.9998563528060913,General/Other
318,Your system is the worst you should do better😡😡😡😡😡😡,Bank of Abyssinia,2024-12-11,Google Play,2,NEGATIVE,0.9998007416725159,General/Other
319,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,Bank of Abyssinia,2024-12-10,Google Play,1,NEGATIVE,0.9997615218162537,Customer Support
320,"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",Bank of Abyssinia,2024-12-08,Google Play,4,POSITIVE,0.9543284177780151,Customer Support
321,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",Bank of Abyssinia,2024-12-07,Google Play,1,NEGATIVE,0.9997000694274902,"Customer Support, Reliability / Bugs"
322,Nice,Bank of Abyssinia,2024-12-07,Google Play,5,POSITIVE,0.9998552799224854,General/Other
323,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,Bank of Abyssinia,2024-12-06,Google Play,1,NEGATIVE,0.9941067695617676,General/Other
324,It doesn't work on my 2 devices A05 and A34 😡,Bank of Abyssinia,2024-12-02,Google Play,1,NEUTRAL,0.0,General/Other
325,My attention is very important because it will be the most difficult time for me,Bank of Abyssinia,2024-11-30,Google Play,5,POSITIVE,0.9926175475120544,General/Other
326,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",Bank of Abyssinia,2024-11-29,Google Play,1,NEGATIVE,0.9998001456260681,"Account Access Issues, Customer Support, Reliability / Bugs, Transaction Performance"
327,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,Bank of Abyssinia,2024-11-28,Google Play,1,POSITIVE,0.8064306974411011,General/Other
328,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,Bank of Abyssinia,2024-11-28,Google Play,1,NEGATIVE,0.9997996687889099,General/Other
329,exellent digital transaction of money,Bank of Abyssinia,2024-11-27,Google Play,5,NEUTRAL,0.0,General/Other
330,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,Bank of Abyssinia,2024-11-26,Google Play,1,NEGATIVE,0.9997497200965881,General/Other
331,Best,Bank of Abyssinia,2024-11-25,Google Play,5,POSITIVE,0.9997941851615906,General/Other
332,Great,Bank of Abyssinia,2024-11-25,Google Play,5,POSITIVE,0.9998630285263062,General/Other
333,👏👏👏,Bank of Abyssinia,2024-11-24,Google Play,5,NEUTRAL,0.0,General/Other
334,Money,Bank of Abyssinia,2024-11-24,Google Play,5,NEUTRAL,0.0,General/Other
335,It needs more improvment,Bank of Abyssinia,2024-11-24,Google Play,2,NEUTRAL,0.0,General/Other
336,Good app,Bank of Abyssinia,2024-11-21,Google Play,5,POSITIVE,0.9998493194580078,General/Other
337,ab,Bank of Abyssinia,2024-11-20,Google Play,3,NEUTRAL,0.0,General/Other
338,Ademtahir,Bank of Abyssinia,2024-11-20,Google Play,5,NEUTRAL,0.0,General/Other
339,✌️✌️,Bank of Abyssinia,2024-11-20,Google Play,5,NEUTRAL,0.0,General/Other
340,Please this app on my android phone,Bank of Abyssinia,2024-11-20,Google Play,3,POSITIVE,0.6488662958145142,General/Other
341,GOAT 🐐 🐐,Bank of Abyssinia,2024-11-19,Google Play,5,NEUTRAL,0.0,General/Other
342,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",Bank of Abyssinia,2024-11-19,Google Play,1,NEGATIVE,0.9994460940361023,Transaction Performance
343,Fast and reliable,Bank of Abyssinia,2024-11-18,Google Play,5,NEUTRAL,0.0,General/Other
344,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",Bank of Abyssinia,2024-11-17,Google Play,1,NEGATIVE,0.9998020529747009,General/Other
345,Very good,Bank of Abyssinia,2024-11-14,Google Play,5,POSITIVE,0.9998520612716675,General/Other
346,One of the poorest mobile banking system,Bank of Abyssinia,2024-11-13,Google Play,1,NEGATIVE,0.9997566342353821,General/Other
347,❤❤❤❤❤❤,Bank of Abyssinia,2024-11-12,Google Play,5,NEGATIVE,0.6970566511154175,General/Other
348,Oene,Bank of Abyssinia,2024-11-12,Google Play,5,NEUTRAL,0.0,General/Other
349,i find it interesting specially in reciept downloading,Bank of Abyssinia,2024-11-12,Google Play,1,POSITIVE,0.9981314539909363,General/Other
350,it good,Bank of Abyssinia,2024-11-12,Google Play,5,POSITIVE,0.9998427629470825,General/Other
351,"This app crashes everytime, please fix it",Bank of Abyssinia,2024-11-12,Google Play,1,NEGATIVE,0.9996472597122192,Reliability / Bugs
352,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,Bank of Abyssinia,2024-11-12,Google Play,1,NEUTRAL,0.0,General/Other
353,I need a support the app is not working,Bank of Abyssinia,2024-11-12,Google Play,5,NEGATIVE,0.9998034834861755,Customer Support
354,Bast bank of ethiopia,Bank of Abyssinia,2024-11-12,Google Play,5,NEUTRAL,0.0,General/Other
355,Good,Bank of Abyssinia,2024-11-12,Google Play,5,POSITIVE,0.9998161196708679,General/Other
356,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,Bank of Abyssinia,2024-11-12,Google Play,1,NEUTRAL,0.0,Transaction Performance
357,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",Bank of Abyssinia,2024-11-12,Google Play,5,POSITIVE,0.9878897070884705,Customer Support
358,The worst App i have never seen like this before,Bank of Abyssinia,2024-11-12,Google Play,1,NEGATIVE,0.999774158000946,General/Other
359,Wweeeer,Bank of Abyssinia,2024-11-12,Google Play,4,NEUTRAL,0.0,General/Other
360,Infinx,Bank of Abyssinia,2024-11-12,Google Play,5,NEUTRAL,0.0,General/Other
361,Great service,Bank of Abyssinia,2024-11-12,Google Play,5,POSITIVE,0.9998434782028198,Customer Support
362,👍,Bank of Abyssinia,2024-11-11,Google Play,5,NEUTRAL,0.0,General/Other
363,This app is not available on all android versions and some times it is not functional.,Bank of Abyssinia,2024-11-08,Google Play,1,NEUTRAL,0.0,General/Other
364,senayt Mesfin,Bank of Abyssinia,2024-11-08,Google Play,4,NEUTRAL,0.0,General/Other
365,Bad app vety bad.,Bank of Abyssinia,2024-11-07,Google Play,1,NEGATIVE,0.9998058676719666,General/Other
366,Nice,Bank of Abyssinia,2024-11-06,Google Play,5,POSITIVE,0.9998552799224854,General/Other
367,Abessnya Banke,Bank of Abyssinia,2024-11-05,Google Play,5,NEUTRAL,0.0,General/Other
368,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",Bank of Abyssinia,2024-11-04,Google Play,1,NEGATIVE,0.9997209906578064,General/Other
369,Professional on banking app,Bank of Abyssinia,2024-11-01,Google Play,5,NEUTRAL,0.0,General/Other
370,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,Bank of Abyssinia,2024-10-27,Google Play,3,NEGATIVE,0.993607759475708,Transaction Performance
371,አይሰራም አስተካክሉት,Bank of Abyssinia,2024-10-26,Google Play,5,NEUTRAL,0.0,General/Other
372,Please try another because this app doesn't feet the need of this generation,Bank of Abyssinia,2024-10-25,Google Play,1,NEGATIVE,0.9962698221206665,General/Other
373,Good,Bank of Abyssinia,2024-10-25,Google Play,4,POSITIVE,0.9998161196708679,General/Other
374,Fast transfer,Bank of Abyssinia,2024-10-24,Google Play,5,NEUTRAL,0.0,Transaction Performance
375,"What's up I can't log in, what's wrong",Bank of Abyssinia,2024-10-22,Google Play,5,NEGATIVE,0.9989662170410156,General/Other
376,Amrumehamed,Bank of Abyssinia,2024-10-21,Google Play,1,NEUTRAL,0.0,General/Other
377,Good,Bank of Abyssinia,2024-10-19,Google Play,5,POSITIVE,0.9998161196708679,General/Other
378,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",Bank of Abyssinia,2024-10-18,Google Play,5,POSITIVE,0.9683735966682434,Customer Support
379,Very good,Bank of Abyssinia,2024-10-18,Google Play,5,POSITIVE,0.9998520612716675,General/Other
380,ደደገነሐ,Bank of Abyssinia,2024-10-15,Google Play,5,NEUTRAL,0.0,General/Other
381,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",Bank of Abyssinia,2024-10-14,Google Play,1,NEGATIVE,0.9995194673538208,"Customer Support, Reliability / Bugs, Transaction Performance"
382,A painfully slow banking app service. Please don't make it your choice!,Bank of Abyssinia,2024-10-13,Google Play,1,NEGATIVE,0.999660849571228,"Customer Support, Transaction Performance"
383,Good App,Bank of Abyssinia,2024-10-12,Google Play,4,POSITIVE,0.9998493194580078,General/Other
384,Best app to me,Bank of Abyssinia,2024-10-11,Google Play,5,POSITIVE,0.9978218078613281,General/Other
385,BOA,Bank of Abyssinia,2024-10-11,Google Play,5,NEUTRAL,0.0,General/Other
386,Abdulkadir,Bank of Abyssinia,2024-10-11,Google Play,5,NEUTRAL,0.0,General/Other
387,Bad,Bank of Abyssinia,2024-10-10,Google Play,1,NEGATIVE,0.999782383441925,General/Other
388,If it is possible I would gove0 star,Bank of Abyssinia,2024-10-08,Google Play,1,NEUTRAL,0.0,General/Other
389,Nise mobile bankig,Bank of Abyssinia,2024-10-05,Google Play,4,NEUTRAL,0.0,General/Other
390,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,Bank of Abyssinia,2024-10-04,Google Play,4,NEGATIVE,0.9532791972160339,Transaction Performance
391,Ok,Bank of Abyssinia,2024-10-04,Google Play,5,POSITIVE,0.9997851252555847,General/Other
392,Just make it work please🤣 this is embarrassing for a bank of your size,Bank of Abyssinia,2024-10-04,Google Play,1,NEGATIVE,0.9992843270301819,General/Other
393,Update to the simplest way it requires the developer option on and off why this is,Bank of Abyssinia,2024-10-04,Google Play,5,NEUTRAL,0.0,User Interface & Experience
394,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",Bank of Abyssinia,2024-10-04,Google Play,1,NEGATIVE,0.9964292645454407,Transaction Performance
395,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,Bank of Abyssinia,2024-10-04,Google Play,1,NEGATIVE,0.6597367525100708,General/Other
396,Good,Bank of Abyssinia,2024-10-03,Google Play,3,POSITIVE,0.9998161196708679,General/Other
397,Worest app,Bank of Abyssinia,2024-10-03,Google Play,1,NEUTRAL,0.0,General/Other
398,The worest app ever,Bank of Abyssinia,2024-10-03,Google Play,1,NEUTRAL,0.0,General/Other
399,አሪፍ ነው በርቱልን,Bank of Abyssinia,2024-10-03,Google Play,5,NEUTRAL,0.0,General/Other
400,good,Commercial Bank of Ethiopia,2025-11-30,Google Play,5,POSITIVE,0.9998161196708679,General/Other
401,CBE ይለያል።,Commercial Bank of Ethiopia,2025-11-29,Google Play,5,NEUTRAL,0.0,General/Other
402,it's special for me,Commercial Bank of Ethiopia,2025-11-29,Google Play,5,POSITIVE,0.9998202919960022,General/Other
403,Make it user friendly.,Commercial Bank of Ethiopia,2025-11-29,Google Play,2,POSITIVE,0.9920620918273926,General/Other
404,maaliif daddafee install gaafata,Commercial Bank of Ethiopia,2025-11-28,Google Play,3,NEUTRAL,0.0,General/Other
405,good app,Commercial Bank of Ethiopia,2025-11-28,Google Play,5,POSITIVE,0.9998493194580078,General/Other
406,This application is very important and advantage for transfer of money and finance in the coutry and foriegn country.,Commercial Bank of Ethiopia,2025-11-27,Google Play,5,POSITIVE,0.9984679818153381,Transaction Performance
407,why didn't work this app?,Commercial Bank of Ethiopia,2025-11-27,Google Play,1,NEUTRAL,0.0,General/Other
408,The app makes our life easier. Thank you CBE!,Commercial Bank of Ethiopia,2025-11-27,Google Play,5,POSITIVE,0.9996963739395142,General/Other
409,this app very bad 👎,Commercial Bank of Ethiopia,2025-11-27,Google Play,1,NEGATIVE,0.9997968077659607,General/Other
410,the most advanced app. but how to stay safe?,Commercial Bank of Ethiopia,2025-11-27,Google Play,5,NEGATIVE,0.9565095901489258,General/Other
411,Good application,Commercial Bank of Ethiopia,2025-11-27,Google Play,4,POSITIVE,0.999854564666748,General/Other
